char,font_face,font_size,font_version,width
y,Geneva,12,bi,15
z,Geneva,12,bi,13
{,Geneva,12,bi,12
|,Geneva,12,bi,7
},Geneva,12,bi,11
~,Geneva,12,bi,15
 ,Geneva,14,,8
!,Geneva,14,,8
"""",Geneva,14,,10
#,Geneva,14,,16
$,Geneva,14,,16
%,Geneva,14,,25
&,Geneva,14,,19
',Geneva,14,,5
(,Geneva,14,,9
),Geneva,14,,9
*,Geneva,14,,11
+,Geneva,14,,16
",",Geneva,14,,8
-,Geneva,14,,9
.,Geneva,14,,8
/,Geneva,14,,8
0,Geneva,14,,16
1,Geneva,14,,16
2,Geneva,14,,16
3,Geneva,14,,16
4,Geneva,14,,16
5,Geneva,14,,16
6,Geneva,14,,16
7,Geneva,14,,16
8,Geneva,14,,16
9,Geneva,14,,16
:,Geneva,14,,8
;,Geneva,14,,8
<,Geneva,14,,16
=,Geneva,14,,16
>,Geneva,14,,16
?,Geneva,14,,16
@,Geneva,14,,28
A,Geneva,14,,19
B,Geneva,14,,19
C,Geneva,14,,20
D,Geneva,14,,20
E,Geneva,14,,19
F,Geneva,14,,17
G,Geneva,14,,22
H,Geneva,14,,20
I,Geneva,14,,8
J,Geneva,14,,14
K,Geneva,14,,19
L,Geneva,14,,16
M,Geneva,14,,23
N,Geneva,14,,20
O,Geneva,14,,22
P,Geneva,14,,19
Q,Geneva,14,,22
R,Geneva,14,,20
S,Geneva,14,,19
T,Geneva,14,,16
U,Geneva,14,,20
V,Geneva,14,,19
W,Geneva,14,,28
X,Geneva,14,,19
Y,Geneva,14,,18
Z,Geneva,14,,17
[,Geneva,14,,8
\,Geneva,14,,8
],Geneva,14,,8
^,Geneva,14,,14
_,Geneva,14,,16
`,Geneva,14,,9
a,Geneva,14,,15
b,Geneva,14,,16
c,Geneva,14,,14
d,Geneva,14,,16
e,Geneva,14,,15
f,Geneva,14,,7
g,Geneva,14,,16
h,Geneva,14,,16
i,Geneva,14,,6
j,Geneva,14,,6
k,Geneva,14,,14
l,Geneva,14,,6
m,Geneva,14,,24
n,Geneva,14,,16
o,Geneva,14,,15
p,Geneva,14,,16
q,Geneva,14,,16
r,Geneva,14,,9
s,Geneva,14,,14
t,Geneva,14,,8
u,Geneva,14,,16
v,Geneva,14,,13
w,Geneva,14,,19
x,Geneva,14,,13
y,Geneva,14,,13
z,Geneva,14,,14
{,Geneva,14,,9
|,Geneva,14,,6
},Geneva,14,,9
~,Geneva,14,,16
 ,Geneva,14,b,8
!,Geneva,14,b,8
"""",Geneva,14,b,13
#,Geneva,14,b,16
$,Geneva,14,b,16
%,Geneva,14,b,25
&,Geneva,14,b,20
',Geneva,14,b,7
(,Geneva,14,b,9
),Geneva,14,b,9
*,Geneva,14,b,11
+,Geneva,14,b,16
",",Geneva,14,b,8
-,Geneva,14,b,9
.,Geneva,14,b,8
/,Geneva,14,b,8
0,Geneva,14,b,16
1,Geneva,14,b,16
2,Geneva,14,b,16
3,Geneva,14,b,16
4,Geneva,14,b,16
5,Geneva,14,b,16
6,Geneva,14,b,16
7,Geneva,14,b,16
8,Geneva,14,b,16
9,Geneva,14,b,16
:,Geneva,14,b,10
;,Geneva,14,b,10
<,Geneva,14,b,16
=,Geneva,14,b,16
>,Geneva,14,b,16
?,Geneva,14,b,17
@,Geneva,14,b,27
A,Geneva,14,b,19
B,Geneva,14,b,19
C,Geneva,14,b,20
D,Geneva,14,b,20
E,Geneva,14,b,19
F,Geneva,14,b,17
G,Geneva,14,b,22
H,Geneva,14,b,20
I,Geneva,14,b,8
J,Geneva,14,b,15
K,Geneva,14,b,20
L,Geneva,14,b,17
M,Geneva,14,b,25
N,Geneva,14,b,20
O,Geneva,14,b,21
P,Geneva,14,b,18
Q,Geneva,14,b,21
R,Geneva,14,b,20
S,Geneva,14,b,19
T,Geneva,14,b,18
U,Geneva,14,b,20
V,Geneva,14,b,19
W,Geneva,14,b,27
X,Geneva,14,b,19
Y,Geneva,14,b,18
Z,Geneva,14,b,17
[,Geneva,14,b,9
\,Geneva,14,b,8
],Geneva,14,b,9
^,Geneva,14,b,16
_,Geneva,14,b,16
`,Geneva,14,b,9
a,Geneva,14,b,16
b,Geneva,14,b,17
c,Geneva,14,b,16
d,Geneva,14,b,17
e,Geneva,14,b,16
f,Geneva,14,b,9
g,Geneva,14,b,17
h,Geneva,14,b,17
i,Geneva,14,b,8
j,Geneva,14,b,8
k,Geneva,14,b,16
l,Geneva,14,b,8
m,Geneva,14,b,26
n,Geneva,14,b,17
o,Geneva,14,b,17
p,Geneva,14,b,17
q,Geneva,14,b,17
r,Geneva,14,b,11
s,Geneva,14,b,15
t,Geneva,14,b,9
u,Geneva,14,b,17
v,Geneva,14,b,15
w,Geneva,14,b,23
x,Geneva,14,b,16
y,Geneva,14,b,16
z,Geneva,14,b,14
{,Geneva,14,b,11
|,Geneva,14,b,7
},Geneva,14,b,11
~,Geneva,14,b,16
 ,Geneva,14,i,8
!,Geneva,14,i,9
"""",Geneva,14,i,12
#,Geneva,14,i,17
$,Geneva,14,i,17
%,Geneva,14,i,25
&,Geneva,14,i,19
',Geneva,14,i,7
(,Geneva,14,i,12
),Geneva,14,i,11
*,Geneva,14,i,13
+,Geneva,14,i,16
",",Geneva,14,i,8
-,Geneva,14,i,9
.,Geneva,14,i,8
/,Geneva,14,i,14
0,Geneva,14,i,17
1,Geneva,14,i,16
2,Geneva,14,i,17
3,Geneva,14,i,16
4,Geneva,14,i,16
5,Geneva,14,i,17
6,Geneva,14,i,17
7,Geneva,14,i,17
8,Geneva,14,i,17
9,Geneva,14,i,16
:,Geneva,14,i,8
;,Geneva,14,i,8
<,Geneva,14,i,16
=,Geneva,14,i,16
>,Geneva,14,i,16
?,Geneva,14,i,16
@,Geneva,14,i,28
A,Geneva,14,i,20
B,Geneva,14,i,19
C,Geneva,14,i,21
D,Geneva,14,i,20
E,Geneva,14,i,20
F,Geneva,14,i,19
G,Geneva,14,i,22
H,Geneva,14,i,21
I,Geneva,14,i,9
J,Geneva,14,i,15
K,Geneva,14,i,22
L,Geneva,14,i,16
M,Geneva,14,i,25
N,Geneva,14,i,21
O,Geneva,14,i,22
P,Geneva,14,i,20
Q,Geneva,14,i,22
R,Geneva,14,i,21
S,Geneva,14,i,20
T,Geneva,14,i,20
U,Geneva,14,i,21
V,Geneva,14,i,22
W,Geneva,14,i,31
X,Geneva,14,i,23
Y,Geneva,14,i,22
Z,Geneva,14,i,18
[,Geneva,14,i,12
\,Geneva,14,i,8
],Geneva,14,i,12
^,Geneva,14,i,14
_,Geneva,14,i,18
`,Geneva,14,i,9
a,Geneva,14,i,16
b,Geneva,14,i,16
c,Geneva,14,i,15
d,Geneva,14,i,18
e,Geneva,14,i,16
f,Geneva,14,i,12
g,Geneva,14,i,16
h,Geneva,14,i,16
i,Geneva,14,i,8
j,Geneva,14,i,12
k,Geneva,14,i,16
l,Geneva,14,i,8
m,Geneva,14,i,22
n,Geneva,14,i,16
o,Geneva,14,i,16
p,Geneva,14,i,17
q,Geneva,14,i,16
r,Geneva,14,i,12
s,Geneva,14,i,14
t,Geneva,14,i,10
u,Geneva,14,i,17
v,Geneva,14,i,16
w,Geneva,14,i,22
x,Geneva,14,i,16
y,Geneva,14,i,16
z,Geneva,14,i,15
{,Geneva,14,i,13
|,Geneva,14,i,7
},Geneva,14,i,11
~,Geneva,14,i,16
 ,Geneva,14,bi,8
!,Geneva,14,bi,10
"""",Geneva,14,bi,14
#,Geneva,14,bi,17
$,Geneva,14,bi,17
%,Geneva,14,bi,25
&,Geneva,14,bi,20
',Geneva,14,bi,9
(,Geneva,14,bi,12
),Geneva,14,bi,13
*,Geneva,14,bi,13
+,Geneva,14,bi,16
",",Geneva,14,bi,8
-,Geneva,14,bi,9
.,Geneva,14,bi,8
/,Geneva,14,bi,14
0,Geneva,14,bi,17
1,Geneva,14,bi,16
2,Geneva,14,bi,17
3,Geneva,14,bi,17
4,Geneva,14,bi,16
5,Geneva,14,bi,17
6,Geneva,14,bi,17
7,Geneva,14,bi,18
8,Geneva,14,bi,17
9,Geneva,14,bi,17
:,Geneva,14,bi,9
;,Geneva,14,bi,9
<,Geneva,14,bi,16
=,Geneva,14,bi,16
>,Geneva,14,bi,16
?,Geneva,14,bi,18
@,Geneva,14,bi,28
A,Geneva,14,bi,21
B,Geneva,14,bi,20
C,Geneva,14,bi,21
D,Geneva,14,bi,21
E,Geneva,14,bi,21
F,Geneva,14,bi,20
G,Geneva,14,bi,23
H,Geneva,14,bi,22
I,Geneva,14,bi,10
J,Geneva,14,bi,17
K,Geneva,14,bi,23
L,Geneva,14,bi,17
M,Geneva,14,bi,26
N,Geneva,14,bi,21
O,Geneva,14,bi,22
P,Geneva,14,bi,21
Q,Geneva,14,bi,22
R,Geneva,14,bi,21
S,Geneva,14,bi,19
T,Geneva,14,bi,20
U,Geneva,14,bi,22
V,Geneva,14,bi,23
W,Geneva,14,bi,30
X,Geneva,14,bi,24
Y,Geneva,14,bi,23
Z,Geneva,14,bi,19
[,Geneva,14,bi,13
\,Geneva,14,bi,9
],Geneva,14,bi,14
^,Geneva,14,bi,16
_,Geneva,14,bi,17
`,Geneva,14,bi,9
a,Geneva,14,bi,16
b,Geneva,14,bi,17
c,Geneva,14,bi,16
d,Geneva,14,bi,19
e,Geneva,14,bi,16
f,Geneva,14,bi,13
g,Geneva,14,bi,18
h,Geneva,14,bi,17
i,Geneva,14,bi,9
j,Geneva,14,bi,13
k,Geneva,14,bi,18
l,Geneva,14,bi,9
m,Geneva,14,bi,25
n,Geneva,14,bi,17
o,Geneva,14,bi,17
p,Geneva,14,bi,18
q,Geneva,14,bi,18
r,Geneva,14,bi,14
s,Geneva,14,bi,16
t,Geneva,14,bi,11
u,Geneva,14,bi,17
v,Geneva,14,bi,18
w,Geneva,14,bi,24
x,Geneva,14,bi,18
y,Geneva,14,bi,18
z,Geneva,14,bi,15
{,Geneva,14,bi,14
|,Geneva,14,bi,7
},Geneva,14,bi,13
~,Geneva,14,bi,17
 ,Geneva,17,,9
!,Geneva,17,,11
"""",Geneva,17,,12
#,Geneva,17,,19
$,Geneva,17,,19
%,Geneva,17,,30
&,Geneva,17,,23
',Geneva,17,,6
(,Geneva,17,,11
),Geneva,17,,11
*,Geneva,17,,13
+,Geneva,17,,20
",",Geneva,17,,9
-,Geneva,17,,11
.,Geneva,17,,9
/,Geneva,17,,9
0,Geneva,17,,19
1,Geneva,17,,19
2,Geneva,17,,19
3,Geneva,17,,19
4,Geneva,17,,19
5,Geneva,17,,19
6,Geneva,17,,19
7,Geneva,17,,19
8,Geneva,17,,19
9,Geneva,17,,19
:,Geneva,17,,9
;,Geneva,17,,9
<,Geneva,17,,20
=,Geneva,17,,20
>,Geneva,17,,20
?,Geneva,17,,19
@,Geneva,17,,35
A,Geneva,17,,23
B,Geneva,17,,23
C,Geneva,17,,25
D,Geneva,17,,25
E,Geneva,17,,23
F,Geneva,17,,21
G,Geneva,17,,26
H,Geneva,17,,25
I,Geneva,17,,9
J,Geneva,17,,17
K,Geneva,17,,23
L,Geneva,17,,19
M,Geneva,17,,29
N,Geneva,17,,25
O,Geneva,17,,26
P,Geneva,17,,23
Q,Geneva,17,,26
R,Geneva,17,,25
S,Geneva,17,,23
T,Geneva,17,,21
U,Geneva,17,,25
V,Geneva,17,,23
W,Geneva,17,,34
X,Geneva,17,,23
Y,Geneva,17,,21
Z,Geneva,17,,21
[,Geneva,17,,9
\,Geneva,17,,9
],Geneva,17,,9
^,Geneva,17,,17
_,Geneva,17,,19
`,Geneva,17,,11
a,Geneva,17,,18
b,Geneva,17,,18
c,Geneva,17,,17
d,Geneva,17,,18
e,Geneva,17,,18
f,Geneva,17,,10
g,Geneva,17,,18
h,Geneva,17,,19
i,Geneva,17,,7
j,Geneva,17,,7
k,Geneva,17,,17
l,Geneva,17,,7
m,Geneva,17,,27
n,Geneva,17,,19
o,Geneva,17,,18
p,Geneva,17,,18
q,Geneva,17,,18
r,Geneva,17,,11
s,Geneva,17,,17
t,Geneva,17,,9
u,Geneva,17,,19
v,Geneva,17,,17
w,Geneva,17,,23
x,Geneva,17,,16
y,Geneva,17,,17
z,Geneva,17,,16
{,Geneva,17,,11
|,Geneva,17,,9
},Geneva,17,,11
~,Geneva,17,,20
 ,Geneva,17,b,9
!,Geneva,17,b,11
"""",Geneva,17,b,16
#,Geneva,17,b,19
$,Geneva,17,b,19
%,Geneva,17,b,31
&,Geneva,17,b,25
',Geneva,17,b,8
(,Geneva,17,b,11
),Geneva,17,b,11
*,Geneva,17,b,13
+,Geneva,17,b,20
",",Geneva,17,b,9
-,Geneva,17,b,11
.,Geneva,17,b,9
/,Geneva,17,b,9
0,Geneva,17,b,19
1,Geneva,17,b,19
2,Geneva,17,b,19
3,Geneva,17,b,19
4,Geneva,17,b,19
5,Geneva,17,b,19
6,Geneva,17,b,19
7,Geneva,17,b,19
8,Geneva,17,b,19
9,Geneva,17,b,19
:,Geneva,17,b,11
;,Geneva,17,b,11
<,Geneva,17,b,20
=,Geneva,17,b,20
>,Geneva,17,b,20
?,Geneva,17,b,21
@,Geneva,17,b,33
A,Geneva,17,b,23
B,Geneva,17,b,24
C,Geneva,17,b,25
D,Geneva,17,b,25
E,Geneva,17,b,23
F,Geneva,17,b,21
G,Geneva,17,b,26
H,Geneva,17,b,25
I,Geneva,17,b,9
J,Geneva,17,b,19
K,Geneva,17,b,25
L,Geneva,17,b,21
M,Geneva,17,b,29
N,Geneva,17,b,25
O,Geneva,17,b,26
P,Geneva,17,b,23
Q,Geneva,17,b,26
R,Geneva,17,b,25
S,Geneva,17,b,23
T,Geneva,17,b,21
U,Geneva,17,b,25
V,Geneva,17,b,23
W,Geneva,17,b,31
X,Geneva,17,b,23
Y,Geneva,17,b,23
Z,Geneva,17,b,21
[,Geneva,17,b,11
\,Geneva,17,b,9
],Geneva,17,b,11
^,Geneva,17,b,20
_,Geneva,17,b,19
`,Geneva,17,b,11
a,Geneva,17,b,19
b,Geneva,17,b,21
c,Geneva,17,b,19
d,Geneva,17,b,21
e,Geneva,17,b,19
f,Geneva,17,b,11
g,Geneva,17,b,21
h,Geneva,17,b,20
i,Geneva,17,b,9
j,Geneva,17,b,10
k,Geneva,17,b,19
l,Geneva,17,b,9
m,Geneva,17,b,31
n,Geneva,17,b,20
o,Geneva,17,b,21
p,Geneva,17,b,21
q,Geneva,17,b,21
r,Geneva,17,b,14
s,Geneva,17,b,19
t,Geneva,17,b,11
u,Geneva,17,b,20
v,Geneva,17,b,19
w,Geneva,17,b,25
x,Geneva,17,b,19
y,Geneva,17,b,20
z,Geneva,17,b,17
{,Geneva,17,b,13
|,Geneva,17,b,10
},Geneva,17,b,13
~,Geneva,17,b,20
 ,Geneva,17,i,9
!,Geneva,17,i,10
"""",Geneva,17,i,15
#,Geneva,17,i,20
$,Geneva,17,i,20
%,Geneva,17,i,30
&,Geneva,17,i,23
',Geneva,17,i,9
(,Geneva,17,i,14
),Geneva,17,i,13
*,Geneva,17,i,15
+,Geneva,17,i,20
",",Geneva,17,i,9
-,Geneva,17,i,11
.,Geneva,17,i,9
/,Geneva,17,i,16
0,Geneva,17,i,20
1,Geneva,17,i,19
2,Geneva,17,i,20
3,Geneva,17,i,20
4,Geneva,17,i,19
5,Geneva,17,i,20
6,Geneva,17,i,20
7,Geneva,17,i,21
8,Geneva,17,i,20
9,Geneva,17,i,19
:,Geneva,17,i,9
;,Geneva,17,i,9
<,Geneva,17,i,20
=,Geneva,17,i,20
>,Geneva,17,i,20
?,Geneva,17,i,19
@,Geneva,17,i,34
A,Geneva,17,i,24
B,Geneva,17,i,23
C,Geneva,17,i,26
D,Geneva,17,i,25
E,Geneva,17,i,24
F,Geneva,17,i,23
G,Geneva,17,i,26
H,Geneva,17,i,27
I,Geneva,17,i,10
J,Geneva,17,i,18
K,Geneva,17,i,26
L,Geneva,17,i,19
M,Geneva,17,i,30
N,Geneva,17,i,27
O,Geneva,17,i,26
P,Geneva,17,i,25
Q,Geneva,17,i,26
R,Geneva,17,i,26
S,Geneva,17,i,24
T,Geneva,17,i,25
U,Geneva,17,i,27
V,Geneva,17,i,26
W,Geneva,17,i,36
X,Geneva,17,i,28
Y,Geneva,17,i,27
Z,Geneva,17,i,22
[,Geneva,17,i,14
\,Geneva,17,i,9
],Geneva,17,i,15
^,Geneva,17,i,17
_,Geneva,17,i,22
`,Geneva,17,i,11
a,Geneva,17,i,19
b,Geneva,17,i,19
c,Geneva,17,i,18
d,Geneva,17,i,21
e,Geneva,17,i,19
f,Geneva,17,i,14
g,Geneva,17,i,20
h,Geneva,17,i,19
i,Geneva,17,i,10
j,Geneva,17,i,14
k,Geneva,17,i,19
l,Geneva,17,i,10
m,Geneva,17,i,27
n,Geneva,17,i,19
o,Geneva,17,i,19
p,Geneva,17,i,20
q,Geneva,17,i,19
r,Geneva,17,i,15
s,Geneva,17,i,17
t,Geneva,17,i,11
u,Geneva,17,i,20
v,Geneva,17,i,19
w,Geneva,17,i,27
x,Geneva,17,i,19
y,Geneva,17,i,19
z,Geneva,17,i,18
{,Geneva,17,i,15
|,Geneva,17,i,9
},Geneva,17,i,14
~,Geneva,17,i,20
 ,Geneva,17,bi,9
!,Geneva,17,bi,12
"""",Geneva,17,bi,18
#,Geneva,17,bi,20
$,Geneva,17,bi,20
%,Geneva,17,bi,28
&,Geneva,17,bi,25
',Geneva,17,bi,11
(,Geneva,17,bi,15
),Geneva,17,bi,15
*,Geneva,17,bi,15
+,Geneva,17,bi,20
",",Geneva,17,bi,9
-,Geneva,17,bi,11
.,Geneva,17,bi,9
/,Geneva,17,bi,16
0,Geneva,17,bi,20
1,Geneva,17,bi,19
2,Geneva,17,bi,20
3,Geneva,17,bi,20
4,Geneva,17,bi,19
5,Geneva,17,bi,20
6,Geneva,17,bi,20
7,Geneva,17,bi,21
8,Geneva,17,bi,20
9,Geneva,17,bi,20
:,Geneva,17,bi,11
;,Geneva,17,bi,11
<,Geneva,17,bi,20
=,Geneva,17,bi,20
>,Geneva,17,bi,20
?,Geneva,17,bi,22
@,Geneva,17,bi,35
A,Geneva,17,bi,26
B,Geneva,17,bi,25
C,Geneva,17,bi,26
D,Geneva,17,bi,26
E,Geneva,17,bi,25
F,Geneva,17,bi,24
G,Geneva,17,bi,27
H,Geneva,17,bi,27
I,Geneva,17,bi,12
J,Geneva,17,bi,21
K,Geneva,17,bi,28
L,Geneva,17,bi,21
M,Geneva,17,bi,32
N,Geneva,17,bi,27
O,Geneva,17,bi,27
P,Geneva,17,bi,25
Q,Geneva,17,bi,27
R,Geneva,17,bi,26
S,Geneva,17,bi,24
T,Geneva,17,bi,25
U,Geneva,17,bi,27
V,Geneva,17,bi,28
W,Geneva,17,bi,37
X,Geneva,17,bi,28
Y,Geneva,17,bi,27
Z,Geneva,17,bi,23
[,Geneva,17,bi,15
\,Geneva,17,bi,10
],Geneva,17,bi,17
^,Geneva,17,bi,20
_,Geneva,17,bi,21
`,Geneva,17,bi,11
a,Geneva,17,bi,19
b,Geneva,17,bi,21
c,Geneva,17,bi,19
d,Geneva,17,bi,23
e,Geneva,17,bi,19
f,Geneva,17,bi,16
g,Geneva,17,bi,22
h,Geneva,17,bi,21
i,Geneva,17,bi,11
j,Geneva,17,bi,16
k,Geneva,17,bi,21
l,Geneva,17,bi,11
m,Geneva,17,bi,30
n,Geneva,17,bi,21
o,Geneva,17,bi,21
p,Geneva,17,bi,22
q,Geneva,17,bi,22
r,Geneva,17,bi,17
s,Geneva,17,bi,19
t,Geneva,17,bi,14
u,Geneva,17,bi,21
v,Geneva,17,bi,21
w,Geneva,17,bi,29
x,Geneva,17,bi,22
y,Geneva,17,bi,22
z,Geneva,17,bi,18
{,Geneva,17,bi,17
|,Geneva,17,bi,10
},Geneva,17,bi,16
~,Geneva,17,bi,20
 ,Geneva,20,,11
!,Geneva,20,,14
"""",Geneva,20,,14
#,Geneva,20,,22
$,Geneva,20,,22
%,Geneva,20,,36
&,Geneva,20,,27
',Geneva,20,,8
(,Geneva,20,,13
),Geneva,20,,13
*,Geneva,20,,16
+,Geneva,20,,23
",",Geneva,20,,11
-,Geneva,20,,13
.,Geneva,20,,11
/,Geneva,20,,11
0,Geneva,20,,22
1,Geneva,20,,22
2,Geneva,20,,22
3,Geneva,20,,22
4,Geneva,20,,22
5,Geneva,20,,22
6,Geneva,20,,22
7,Geneva,20,,22
8,Geneva,20,,22
9,Geneva,20,,22
:,Geneva,20,,11
;,Geneva,20,,11
<,Geneva,20,,23
=,Geneva,20,,23
>,Geneva,20,,23
?,Geneva,20,,22
@,Geneva,20,,41
A,Geneva,20,,27
B,Geneva,20,,27
C,Geneva,20,,29
D,Geneva,20,,29
E,Geneva,20,,27
F,Geneva,20,,24
G,Geneva,20,,31
H,Geneva,20,,29
I,Geneva,20,,10
J,Geneva,20,,20
K,Geneva,20,,27
L,Geneva,20,,22
M,Geneva,20,,33
N,Geneva,20,,29
O,Geneva,20,,31
P,Geneva,20,,27
Q,Geneva,20,,31
R,Geneva,20,,29
S,Geneva,20,,27
T,Geneva,20,,24
U,Geneva,20,,29
V,Geneva,20,,27
W,Geneva,20,,40
X,Geneva,20,,27
Y,Geneva,20,,26
Z,Geneva,20,,24
[,Geneva,20,,11
\,Geneva,20,,11
],Geneva,20,,11
^,Geneva,20,,19
_,Geneva,20,,22
`,Geneva,20,,13
a,Geneva,20,,22
b,Geneva,20,,22
c,Geneva,20,,20
d,Geneva,20,,22
e,Geneva,20,,22
f,Geneva,20,,12
g,Geneva,20,,22
h,Geneva,20,,21
i,Geneva,20,,8
j,Geneva,20,,10
k,Geneva,20,,20
l,Geneva,20,,8
m,Geneva,20,,34
n,Geneva,20,,21
o,Geneva,20,,22
p,Geneva,20,,22
q,Geneva,20,,22
r,Geneva,20,,13
s,Geneva,20,,19
t,Geneva,20,,11
u,Geneva,20,,21
v,Geneva,20,,19
w,Geneva,20,,29
x,Geneva,20,,18
y,Geneva,20,,19
z,Geneva,20,,20
{,Geneva,20,,13
|,Geneva,20,,11
},Geneva,20,,13
~,Geneva,20,,23
 ,Geneva,20,b,11
!,Geneva,20,b,12
"""",Geneva,20,b,19
#,Geneva,20,b,22
$,Geneva,20,b,22
%,Geneva,20,b,34
&,Geneva,20,b,29
',Geneva,20,b,10
(,Geneva,20,b,13
),Geneva,20,b,13
*,Geneva,20,b,16
+,Geneva,20,b,23
",",Geneva,20,b,11
-,Geneva,20,b,13
.,Geneva,20,b,11
/,Geneva,20,b,11
0,Geneva,20,b,22
1,Geneva,20,b,22
2,Geneva,20,b,22
3,Geneva,20,b,22
4,Geneva,20,b,22
5,Geneva,20,b,22
6,Geneva,20,b,22
7,Geneva,20,b,22
8,Geneva,20,b,22
9,Geneva,20,b,22
:,Geneva,20,b,14
;,Geneva,20,b,14
<,Geneva,20,b,23
=,Geneva,20,b,23
>,Geneva,20,b,23
?,Geneva,20,b,24
@,Geneva,20,b,39
A,Geneva,20,b,27
B,Geneva,20,b,29
C,Geneva,20,b,29
D,Geneva,20,b,29
E,Geneva,20,b,27
F,Geneva,20,b,24
G,Geneva,20,b,31
H,Geneva,20,b,29
I,Geneva,20,b,10
J,Geneva,20,b,22
K,Geneva,20,b,29
L,Geneva,20,b,24
M,Geneva,20,b,33
N,Geneva,20,b,29
O,Geneva,20,b,31
P,Geneva,20,b,27
Q,Geneva,20,b,31
R,Geneva,20,b,29
S,Geneva,20,b,27
T,Geneva,20,b,24
U,Geneva,20,b,29
V,Geneva,20,b,27
W,Geneva,20,b,39
X,Geneva,20,b,27
Y,Geneva,20,b,26
Z,Geneva,20,b,24
[,Geneva,20,b,13
\,Geneva,20,b,11
],Geneva,20,b,13
^,Geneva,20,b,23
_,Geneva,20,b,22
`,Geneva,20,b,13
a,Geneva,20,b,22
b,Geneva,20,b,24
c,Geneva,20,b,22
d,Geneva,20,b,24
e,Geneva,20,b,22
f,Geneva,20,b,13
g,Geneva,20,b,24
h,Geneva,20,b,23
i,Geneva,20,b,11
j,Geneva,20,b,11
k,Geneva,20,b,22
l,Geneva,20,b,11
m,Geneva,20,b,36
n,Geneva,20,b,23
o,Geneva,20,b,24
p,Geneva,20,b,24
q,Geneva,20,b,24
r,Geneva,20,b,16
s,Geneva,20,b,22
t,Geneva,20,b,13
u,Geneva,20,b,23
v,Geneva,20,b,21
w,Geneva,20,b,31
x,Geneva,20,b,21
y,Geneva,20,b,22
z,Geneva,20,b,20
{,Geneva,20,b,16
|,Geneva,20,b,11
},Geneva,20,b,16
~,Geneva,20,b,23
 ,Geneva,20,i,11
!,Geneva,20,i,12
"""",Geneva,20,i,18
#,Geneva,20,i,23
$,Geneva,20,i,23
%,Geneva,20,i,36
&,Geneva,20,i,27
',Geneva,20,i,11
(,Geneva,20,i,16
),Geneva,20,i,15
*,Geneva,20,i,18
+,Geneva,20,i,23
",",Geneva,20,i,11
-,Geneva,20,i,13
.,Geneva,20,i,11
/,Geneva,20,i,20
0,Geneva,20,i,23
1,Geneva,20,i,22
2,Geneva,20,i,22
3,Geneva,20,i,22
4,Geneva,20,i,22
5,Geneva,20,i,23
6,Geneva,20,i,23
7,Geneva,20,i,24
8,Geneva,20,i,23
9,Geneva,20,i,22
:,Geneva,20,i,11
;,Geneva,20,i,11
<,Geneva,20,i,23
=,Geneva,20,i,23
>,Geneva,20,i,23
?,Geneva,20,i,23
@,Geneva,20,i,40
A,Geneva,20,i,28
B,Geneva,20,i,27
C,Geneva,20,i,30
D,Geneva,20,i,29
E,Geneva,20,i,29
F,Geneva,20,i,27
G,Geneva,20,i,31
H,Geneva,20,i,31
I,Geneva,20,i,12
J,Geneva,20,i,22
K,Geneva,20,i,30
L,Geneva,20,i,22
M,Geneva,20,i,35
N,Geneva,20,i,31
O,Geneva,20,i,31
P,Geneva,20,i,29
Q,Geneva,20,i,31
R,Geneva,20,i,30
S,Geneva,20,i,28
T,Geneva,20,i,29
U,Geneva,20,i,31
V,Geneva,20,i,31
W,Geneva,20,i,43
X,Geneva,20,i,33
Y,Geneva,20,i,32
Z,Geneva,20,i,26
[,Geneva,20,i,16
\,Geneva,20,i,11
],Geneva,20,i,17
^,Geneva,20,i,20
_,Geneva,20,i,25
`,Geneva,20,i,13
a,Geneva,20,i,22
b,Geneva,20,i,22
c,Geneva,20,i,21
d,Geneva,20,i,24
e,Geneva,20,i,22
f,Geneva,20,i,17
g,Geneva,20,i,23
h,Geneva,20,i,22
i,Geneva,20,i,11
j,Geneva,20,i,16
k,Geneva,20,i,23
l,Geneva,20,i,11
m,Geneva,20,i,33
n,Geneva,20,i,22
o,Geneva,20,i,22
p,Geneva,20,i,23
q,Geneva,20,i,22
r,Geneva,20,i,17
s,Geneva,20,i,20
t,Geneva,20,i,13
u,Geneva,20,i,23
v,Geneva,20,i,23
w,Geneva,20,i,31
x,Geneva,20,i,22
y,Geneva,20,i,23
z,Geneva,20,i,20
{,Geneva,20,i,18
|,Geneva,20,i,10
},Geneva,20,i,16
~,Geneva,20,i,23
 ,Geneva,20,bi,11
!,Geneva,20,bi,14
"""",Geneva,20,bi,21
#,Geneva,20,bi,23
$,Geneva,20,bi,23
%,Geneva,20,bi,36
&,Geneva,20,bi,29
',Geneva,20,bi,12
(,Geneva,20,bi,18
),Geneva,20,bi,19
*,Geneva,20,bi,19
+,Geneva,20,bi,23
",",Geneva,20,bi,11
-,Geneva,20,bi,14
.,Geneva,20,bi,11
/,Geneva,20,bi,18
0,Geneva,20,bi,23
1,Geneva,20,bi,22
2,Geneva,20,bi,23
3,Geneva,20,bi,23
4,Geneva,20,bi,22
5,Geneva,20,bi,23
6,Geneva,20,bi,23
7,Geneva,20,bi,24
8,Geneva,20,bi,23
9,Geneva,20,bi,23
:,Geneva,20,bi,13
;,Geneva,20,bi,13
