,x,y,lon,lat,elevation
4013,33,20,169.75634765625,-36.33414266505453,0.0
4014,33,21,169.75634765625,-36.44366805729163,0.0
4015,33,22,169.75634765625,-36.55319344952873,0.0
4016,33,23,169.75634765625,-36.66271884176582,0.0
4017,33,24,169.75634765625,-36.77224423400292,0.0
4018,33,25,169.75634765625,-36.881769626240015,0.0
4019,33,26,169.75634765625,-36.99129501847711,0.0
4020,33,27,169.75634765625,-37.100820410714206,0.0
4021,33,28,169.75634765625,-37.21034580295131,0.0
4022,33,29,169.75634765625,-37.3198711951884,0.0
4023,33,30,169.75634765625,-37.4293965874255,0.0
4024,33,31,169.75634765625,-37.5389219796626,0.0
4025,33,32,169.75634765625,-37.64844737189969,0.0
4026,33,33,169.75634765625,-37.75797276413679,0.0
4027,33,34,169.75634765625,-37.867498156373884,0.0
