hash;;author;;date;;message;;additions;;additions_kt;;additions_py;;deletions;;deletions_kt;;deletions_py
50bfe05f689efb7105944b7fffd64a70dc020d04;;Ivan Kupriyanov;;Fri Mar 15 13:10:23 2024 +0100;;PlotLayout: move plotMargins from method to ctor;;22;;22;;0;;13;;13;;0
03be6361684e792f3861bdb64abdb57a17fa71cc;;Ivan Kupriyanov;;Thu Mar 14 22:48:23 2024 +0100;;Update future_changes.md;;3;;0;;0;;0;;0;;0
d466d8e9bedbcaa87aad6999f7be6e1a06f7ea94;;Ivan Kupriyanov;;Thu Mar 14 22:47:30 2024 +0100;;Fix #1050;;12;;12;;0;;5;;5;;0
36a402cde2d7bf4ef5ff023472e78b3e15aabfef;;Rashid Yangazov;;Fri Mar 15 00:12:38 2024 +0300;;geom_spoke() on a livemap (#1049);;263;;53;;20;;22;;22;;0
5307cb2f2ed1659843e6fff5c9a536dfc16a3e12;;Ivan Kupriyanov;;Thu Mar 14 22:05:14 2024 +0100;;Fix #918;;2;;2;;0;;5;;5;;0
0a0b9f3d7c2974b04bec38699538b11ab04ef4de;;Ivan Kupriyanov;;Wed Mar 13 20:58:10 2024 +0100;;Fix #1044;;12;;12;;0;;1;;1;;0
1355b59ba54dcb0d6f95fe6bb2935dd1d07336ca;;Olga Larionova;;Tue Mar 12 16:12:55 2024 +0300;;Add missed theme option name ("panel_inset") to `Option.kt`.;;1;;1;;0;;0;;0;;0
31d157398bb45eeb7b56d7f366554ac52ea1ba0a;;Igor Alshannikov;;Fri Mar 8 14:34:20 2024 -0500;;Add missing links in docs.;;4;;0;;0;;4;;0;;0
f89462b7d2218913164915a13b24280031450b9b;;Igor Alshannikov;;Thu Mar 7 16:13:08 2024 -0500;;Add polar heatmap to Gallery Updates;;3;;0;;0;;0;;0;;0
37a944a11e08e7b0f583fed3274cbb6c67d55112;;Ivan Kupriyanov;;Thu Mar 7 19:47:09 2024 +0100;;Add missing space in CHANGELOG.md;;1;;0;;0;;1;;0;;0
f01d88642c994dcf4572c1e3252ebdf864b5ac65;;Ivan Kupriyanov;;Thu Mar 7 19:44:17 2024 +0100;;Fix the typo and add the missing issue link in CHANGELOG.md;;1;;0;;0;;1;;0;;0
429f3745c36b478eb789bfb6e338272294020d1f;;Valentin Dovidaytis;;Thu Mar 7 18:00:06 2024 +0100;;Updated version v4.3.1.dev1;;2;;0;;1;;2;;0;;1
09484c78d9c9873598bd24afde294d1180afc59a;;Valentin Dovidaytis;;Thu Mar 7 17:57:33 2024 +0100;;Updated version v4.3.0;;70;;0;;1;;62;;0;;1
636eef8c4c8f263e9a3e2aa24312c3e9b47648df;;Valentin Dovidaytis;;Thu Mar 7 17:47:30 2024 +0100;;Docs 4.3.0 (#1035);;53;;0;;0;;42;;0;;0
a1f5666c9f1fb1062da2ba7d1b76071fa5ccc29e;;Ivan Kupriyanov;;Thu Mar 7 17:15:02 2024 +0100;;Disable polar heatmap tooltips for performance reasons;;34;;0;;0;;30;;0;;0
376ec701c582bd3bc4f0d11ca9f70f05b063aa39;;Ivan Kupriyanov;;Thu Mar 7 16:31:38 2024 +0100;;Add Heatmap Plot demo to coord_polar.ipynb;;194;;0;;0;;18;;0;;0
8327fcf140414606e74f6821a51378c338db24ac;;Ivan Kupriyanov;;Thu Mar 7 15:49:35 2024 +0100;;Polar heatmap;;253;;0;;0;;0;;0;;0
9a5c7718ffc85815e09774d0f6ff9dea4986c660;;Igor Alshannikov;;Wed Mar 6 16:40:18 2024 -0500;;Add gallery images;;0;;0;;0;;0;;0;;0
78b58010cf20c99403c0cf5a5d671be8bf6a1abc;;Igor Alshannikov;;Wed Mar 6 15:45:23 2024 -0500;;Add images to docs.;;0;;0;;0;;0;;0;;0
da44725265f4c6fd8f4e7f4cd3d6c05edea77731;;Igor Alshannikov;;Wed Mar 6 15:25:01 2024 -0500;;Update future_changes.md;;24;;0;;0;;15;;0;;0
e0ab77e86bd11ae56c0512ced43e6ff52da5b14b;;Igor Alshannikov;;Wed Mar 6 13:54:36 2024 -0500;;Update theme_panel_inset.ipynb demo: [0, 35, 0, 35] -> [0, 35];;14;;0;;0;;15;;0;;0
a5a2af8b76aaa52dfe8c9db85ad84ffd7ed15e25;;Rashid Yangazov;;Wed Mar 6 19:07:29 2024 +0100;;Add comment about using default path.;;5;;0;;5;;3;;0;;3
699aad3a94e7333ef75cdf741a3dc4d71cf82329;;Igor Alshannikov;;Wed Mar 6 12:51:40 2024 -0500;;Update theme_panel_inset.ipynb demo;;45;;0;;0;;210;;0;;0
7e26c54fe1e6a39a5e4887cca87fb2f969e05734;;Igor Alshannikov;;Wed Mar 6 12:24:24 2024 -0500;;Update coord_polar.ipynb demo;;215;;0;;0;;59;;0;;0
fc2518c5c962d8b8229698d35fea6fc0a2b9065a;;Rashid Yangazov;;Tue Mar 5 18:53:11 2024 +0100;;Add some examples of using setup_show_ext();;98;;0;;98;;59;;0;;59
ba8dcfb5729b5a185651023520ffe8fb790292aa;;Olga Larionova;;Wed Mar 6 10:45:36 2024 +0300;;Apply a solid linetype to arrow.;;1;;1;;0;;5;;5;;0
1b5d3b41c822492ba8f227abae987907bc6f86c8;;Igor Alshannikov;;Tue Mar 5 20:02:30 2024 -0500;;Bring back Pushkin's trips demo.;;285;;0;;0;;0;;0;;0
800ef304b147b3ea53bece64052cca666a74c3d9;;Igor Alshannikov;;Tue Mar 5 16:56:23 2024 -0500;;Update geom_curve.ipynb;;104;;0;;0;;841;;0;;0
133a76c7cfa4b7e612f3c4941bcb48996a747249;;Ivan Kupriyanov;;Tue Mar 5 22:11:39 2024 +0100;;wind rose demo: minor code cleanup;;9;;0;;0;;11;;0;;0
b0489ce60f2645dc2699fe120391f36885d3b99f;;Ivan Kupriyanov;;Tue Mar 5 21:40:41 2024 +0100;;Add wind rose demo;;461;;0;;0;;0;;0;;0
92100ff403d6871b7643aae1eb81bdb8d58ed254;;Igor Alshannikov;;Tue Mar 5 15:27:48 2024 -0500;;Add graph edges demo.;;860;;0;;0;;0;;0;;0
b487f548051009011a5922b8b4edc3a7d91c733e;;Ivan Kupriyanov;;Tue Mar 5 18:36:44 2024 +0100;;Update coord_polar.ipynb;;0;;0;;0;;246;;0;;0
019d5451d13f22f3173fbe76fd20e09919d65aea;;Ivan Kupriyanov;;Tue Mar 5 18:34:42 2024 +0100;;Add coord_polar.ipynb and theme_panel_inset.ipynb demos. Update future_changes.md;;1530;;0;;0;;7;;0;;0
33d1c88adfab0dd038432cfde0d71239e0891bbe;;Igor Alshannikov;;Mon Mar 4 17:01:04 2024 -0500;;Improve docs in `setup_show_ext()`;;9;;0;;9;;2;;0;;2
c68421905f454abf5ada5b0f77267479d4d8d566;;Ivan Kupriyanov;;Mon Mar 4 19:56:21 2024 +0100;;Update future_changes.md;;3;;0;;0;;0;;0;;0
bbe6e856427f4155a33af974be7e0799e7ba17bc;;Valentin Dovidaytis;;Mon Mar 4 18:53:33 2024 +0100;;Updated version v4.3.1.dev1;;2;;0;;1;;2;;0;;1
b5e933bde3f595cd2e76fcc7319a99bc48527b6a;;Valentin Dovidaytis;;Mon Mar 4 18:52:21 2024 +0100;;Updated version v4.3.0rc2;;3;;0;;1;;3;;0;;1
25e2c907182dca04499cbe89cc456c0ffc0c818f;;Igor Alshannikov;;Mon Mar 4 12:02:46 2024 -0500;;Add sizing policy;;362;;362;;0;;25;;25;;0
e9ebe44e18e1d37192cc50107407638fde3f7e02;;Rashid Yangazov;;Mon Mar 4 13:04:52 2024 +0100;;Fix tracing back;;3;;0;;3;;3;;0;;3
3f3a0a4dde6d050fd9fea8f3a574bef22244e89f;;Igor Alshannikov;;Fri Mar 1 15:20:27 2024 -0500;;Update future_changes.md;;4;;0;;0;;3;;0;;0
1159d7321be4c2b29f9d029f138cf60a805a8e2a;;Valentin Dovidaytis;;Fri Mar 1 17:50:14 2024 +0100;;Updated version v4.3.1.dev1;;2;;0;;1;;2;;0;;1
c59e611493eca8ce7a95b1c10fb48cb60570388c;;Valentin Dovidaytis;;Fri Mar 1 17:47:07 2024 +0100;;Updated version v4.3.0rc1;;3;;0;;1;;3;;0;;1
e5f80076e94acd21958b69339e2502d4145f3f77;;Ivan Kupriyanov;;Fri Mar 1 17:25:01 2024 +0100;;Fix autoclose for path in groups;;17;;17;;0;;22;;22;;0
29e0245f558ac0f6a9d0899ccdf37db7b35524ea;;Ivan Kupriyanov;;Fri Mar 1 17:09:55 2024 +0100;;Revert "Fix autoclose for path in groups";;22;;22;;0;;17;;17;;0
d11f88aa69762d92d42595819a5145b2222b56d1;;Ivan Kupriyanov;;Fri Mar 1 16:51:58 2024 +0100;;Fix autoclose for path in groups;;17;;17;;0;;22;;22;;0
a86a0e9bfb42cf14dfb631d7d6244650d82b1526;;Artem Smirnov;;Fri Mar 1 16:22:39 2024 +0100;;Fixes in docstrings (#1033);;91;;0;;91;;90;;0;;90
1c18980b51e107f99fe9e2954250391d44f9cc0c;;Olga Larionova;;Fri Mar 1 16:23:21 2024 +0300;;Update geom_label_alpha_stroke.ipynb.;;20;;0;;0;;30;;0;;0
718ab3350eb6e9c782745a077c730045ca48c1dc;;Olga Larionova;;Fri Mar 1 14:17:18 2024 +0300;;Update geom_label_alpha_stroke.ipynb. Fix link in future_changes.md.;;21;;0;;0;;21;;0;;0
6665bad83b83a19125c1aad086e8554217c5f1da;;Olga Larionova;;Fri Mar 1 12:36:28 2024 +0300;;Update future_changes.md.;;3;;0;;0;;2;;0;;0
4b4c613951dbcb6a6f1b130821a8a6a0addef398;;Ivan Kupriyanov;;Thu Feb 29 23:59:46 2024 +0100;;Update coord_polar.ipynb;;289;;0;;0;;450;;0;;0
d13c9ce77193200cc8c480f184f3eee0fda0fb8b;;Ivan Kupriyanov;;Thu Feb 29 23:19:31 2024 +0100;;Update coord_polar.ipynb;;596;;0;;0;;273;;0;;0
d6aeb1ee5ae453613c66a92bc98fb93e1e143571;;Ivan Kupriyanov;;Thu Feb 29 18:31:23 2024 +0100;;Fix position not applied properly for density/area geoms;;1;;1;;0;;1;;1;;0
9a88851020db191dfdd6fcae5b60fedd1f47464a;;Olga Larionova;;Thu Feb 29 18:17:32 2024 +0300;;Add tests: check lookup strategy on multilayer plot.;;88;;88;;0;;4;;4;;0
ff16e9e812f011687163272e1bab76ff763c75a1;;Olga Larionova;;Thu Feb 29 17:23:32 2024 +0300;;Add 'alpha_stroke' for `geom_label()` on livemap.;;11;;11;;0;;3;;3;;0
e1fd4deee2e6d28090db2d9ef4daa1c7bff2364a;;Olga Larionova;;Thu Feb 29 14:14:23 2024 +0300;;Tooltips on multilayer plot: fix checking for tooltips on competing layers.;;7;;7;;0;;1;;1;;0
021e637dbc5f8a6dd0e2d3d52a38873469ca24a9;;Olga Larionova;;Thu Feb 29 13:50:41 2024 +0300;;Add notebook ('alpha_stroke'). Update future_changes.md.;;275;;0;;0;;0;;0;;0
e301c0874c6db1ab95fe64ff30739a7baf0f0aa5;;Ivan Kupriyanov;;Thu Feb 29 11:45:08 2024 +0100;;Minor cleanup;;6;;6;;0;;4;;4;;0
47e693eb46109d40a9872dace785979aec3f7963;;Olga Larionova;;Thu Feb 29 13:06:59 2024 +0300;;Add 'alpha_stroke' parameter to `geom_label()`.;;153;;7;;4;;43;;2;;0
23c45d6cf6c17d74de197b09da7f9e19901650b6;;Ivan Kupriyanov;;Wed Feb 28 23:03:17 2024 +0100;;coord_polar: automatically close path/area with discrete x-axis;;157;;157;;0;;148;;148;;0
0cde8afa39e714b41db38b1ea3961982dffb9902;;Olga Larionova;;Wed Feb 28 14:36:45 2024 +0300;;Keep color's alpha to text element of geom_text()/label().;;601;;11;;0;;15;;3;;0
a906b608c15a34ee94580c0b227bc5feda9a195e;;Ivan Kupriyanov;;Tue Feb 27 22:02:02 2024 +0100;;coord_polar: automatically adjust the xlim for discrete scales to fix overlapping between the first and last values;;1787;;55;;0;;1968;;20;;0
308d3d9873d5256b3dad5b819cf6017faba735fc;;Rashid Yangazov;;Tue Feb 27 12:59:15 2024 +0100;;Update future_changes.md;;1;;0;;0;;1;;0;;0
0d9bf7a45c14333f84c99649ebb83556d88815d6;;Rashid Yangazov;;Mon Feb 26 17:11:39 2024 +0100;;Update future_changes.md;;3;;0;;0;;2;;0;;0
5ba3ab02091c544074568367f6d5f265c0efcd57;;Rashid Yangazov;;Mon Feb 26 16:30:49 2024 +0100;;Closing temporal file after using.;;6;;0;;6;;4;;0;;4
92abd6c5492c275c4cf8e8b0f0e21a04d48afe09;;Ivan Kupriyanov;;Mon Feb 26 14:42:59 2024 +0300;;geom_area with coord_polar support (#1026);;574;;108;;5;;272;;56;;1
f18fc50892fbd6f5bfa97ccd8dbc6ff43e1aaa6c;;Rashid Yangazov;;Mon Feb 26 14:21:25 2024 +0300;;Add setup_show_ext() function (#1024);;123;;0;;121;;3;;0;;2
03145901a0b5f4a883410da6563e6ccd81e13c33;;Olga Larionova;;Fri Feb 23 13:35:44 2024 +0300;;Add demo notebook with geom_curve. Update future_changes.md.;;2097;;0;;1;;111;;0;;1
1427bf1e15bb034df2b28e30495fb8799b1c3f10;;Ivan Kupriyanov;;Thu Feb 22 22:59:49 2024 +0100;;Enable coord_polar tests;;41;;41;;0;;44;;44;;0
e00d6b0ae9c7d1a3733a2f127120d12f79c5dac7;;Ivan Kupriyanov;;Thu Feb 22 22:53:08 2024 +0100;;Update future_changes.md;;6;;0;;0;;0;;0;;0
a4a807a1e66286750d1cf49bf3dd9e84027c5722;;Ivan Kupriyanov;;Thu Feb 22 22:29:18 2024 +0100;;Test notebook for issue845;;1574;;0;;0;;0;;0;;0
07e76dfd75cfbcec433afa0517b998668780c70a;;Ivan Kupriyanov;;Thu Feb 22 21:25:38 2024 +0100;;Update coord_polar.ipynb and theme_panel_inset.ipynb;;364;;0;;0;;192;;0;;0
69170917e914cac4abc5de02296d436c5de3282f;;Ivan Kupriyanov;;Thu Feb 22 21:12:10 2024 +0100;;Simplify clip-circle calculation;;1;;1;;0;;14;;14;;0
c556780329497a1a7cc49ad939af3fed59ef5252;;Ivan Kupriyanov;;Thu Feb 22 21:11:16 2024 +0100;;Do not add an artificial major break for the outermost circle;;2;;2;;0;;2;;2;;0
122c8f49f70911506b4d6d4f5d2374f8bffe7a38;;Ivan Kupriyanov;;Thu Feb 22 19:24:47 2024 +0100;;Rename panel_padding to panel_inset;;479;;93;;9;;398;;109;;9
07e2d173d7a7c867ec8463342d88b040a2dc442c;;Olga Larionova;;Thu Feb 22 16:47:15 2024 +0300;;Annotation color text: use black/white if inside the bar/pie and not specified by user via `theme()`.;;36;;36;;0;;11;;11;;0
f2cb3e39bf790649ba38f546d73adcbbcf3bae7a;;Olga Larionova;;Thu Feb 22 16:12:28 2024 +0300;;Docstrings: correct description for `tooltip` in `theme()`.;;1;;0;;1;;0;;0;;0
45b65a0600b704216dff23b59b527a60b7e59eaa;;Ivan Kupriyanov;;Wed Feb 21 23:54:34 2024 +0100;;Parameter transform_bkgr for coord_polar();;437;;109;;4;;203;;49;;2
d435488f5b1390632c08abd7c6d10c5700715dee;;Igor Alshannikov;;Wed Feb 21 17:00:32 2024 -0500;;Fix handling of scale limits on 0-based plots. To fix: Scale limits don't work for bars/area [[LPK-219](https://github.com/JetBrains/lets-plot-kotlin/issues/219)], [[#978](https://github.com/JetBrains/lets-plot/issues/978)].;;12;;9;;0;;3;;1;;0
9345dd9f6927825b928287eb2c7015a8818f8c43;;Ivan Kupriyanov;;Wed Feb 21 18:58:11 2024 +0100;;Add coord_polar to import *;;1;;0;;1;;0;;0;;0
e11cead57757bde9153a636b8ef3295b7dde1c2d;;Ivan Kupriyanov;;Wed Feb 21 18:05:40 2024 +0100;;FrameOfReference refactoring;;275;;275;;0;;541;;541;;0
ced716968e84bc6b36d66a166063cb4adfe16b6c;;Olga Larionova;;Wed Feb 21 17:11:05 2024 +0300;;Docstrings: add examples for `geom_curve()`. Update dev notebook.;;239;;0;;52;;102;;0;;2
7d34c1ea04c2ab989af85234a650f899312b6d81;;Ivan Kupriyanov;;Wed Feb 21 13:33:47 2024 +0100;;PANEL_BKGR_RECT - split fill and stroke rendering to support ontop for stroke;;47;;47;;0;;24;;24;;0
7badb80a3dff5fb4fba4e0686c6e08ddadb4da05;;Ivan Kupriyanov;;Tue Feb 20 22:40:51 2024 +0100;;Add panel_border_ontop, change default value for axis_ontop to true;;21;;13;;5;;8;;4;;2
00c4a375cb90b5873f33fe24c11e0b3c4b6b3a4c;;Ivan Kupriyanov;;Tue Feb 20 18:54:50 2024 +0100;;Add clip-path for polar coordinate system;;573;;427;;0;;136;;2;;0
03ea9f8b4ebfe23b1fbe356af691eafdfe6993a8;;Ivan Kupriyanov;;Tue Feb 20 13:22:34 2024 +0100;;Remove isHScaleContinuous, update demos - use None in lims, minor code cleanup;;184;;7;;0;;549;;53;;0
8dbe9cde15631021780c83488591f818175b30e8;;Olga Larionova;;Tue Feb 20 13:24:22 2024 +0300;;Add annotations for polar bar chart (#1022);;56;;56;;0;;2;;2;;0
b63f2b5642730b7b29b929cf3e7e272d40d4af6e;;Olga Larionova;;Tue Feb 20 13:23:32 2024 +0300;;Curve on livemap (#1021);;818;;250;;0;;270;;153;;0
537806cff0fadc2d1c100cd6fbb3eca37321c94d;;Ivan Kupriyanov;;Mon Feb 19 22:20:14 2024 +0100;;Disable isHScaleContinuous, update demos;;376;;2;;0;;418;;2;;0
ce13e5b92560cfadbfde223217bdf825b5fd402d;;Ivan Kupriyanov;;Mon Feb 19 19:30:54 2024 +0100;;Support panel_padding in linear coordinate systems, update demo notebooks;;193;;10;;0;;281;;10;;0
d64a5fb4745145c8d166b2f716b1db1e4113ef33;;Olga Larionova;;Mon Feb 19 18:50:39 2024 +0300;;The configured scales for `size/stroke` will also be applied to `size/stroke_start/end`.;;13;;13;;0;;22;;22;;0
2cc100d1a5eb5fb381182513eb346587f98d1105;;Olga Larionova;;Mon Feb 19 17:23:15 2024 +0300;;The `scale_mapper_kind` parameter can take 'identity' or 'size_area' (not just color kinds).;;22;;0;;17;;16;;0;;16
aca57cb41b9b639b582679eab2fd25dab4e7e740;;Ivan Kupriyanov;;Mon Feb 19 17:13:47 2024 +0300;;panel_padding support in polar coordinate system (#1020);;2040;;343;;0;;663;;285;;0
bf76afe09ceafd6e87f04e7cc7eb158b9086450e;;Olga Larionova;;Mon Feb 19 16:19:37 2024 +0300;;Fix arrow on livemap: set `stroke-miterlimit` to avoid a beveled corner.;;28;;28;;0;;1;;1;;0
6f046baac6adb8481c38893dd033b04518238de1;;Olga Larionova;;Mon Feb 19 16:17:16 2024 +0300;;Cleanup in livemap: remove redundant names, optimize imports.;;213;;213;;0;;229;;229;;0
9ec69ce19177d7aeb5763e6bb423022fa97945ba;;Igor Alshannikov;;Fri Feb 16 20:38:09 2024 -0500;;Fix #486 : Can't set None for coord limit.;;162;;161;;0;;75;;75;;0
08b9f5e5d2978803dc74293fa47cf8a36fcb6678;;Igor Alshannikov;;Fri Feb 16 15:47:41 2024 -0500;;Fix PlotSpecDebugger.kt;;1;;1;;0;;1;;1;;0
0fcd5c5d14ece568306bd6a59fed42fd5cf5050c;;Olga Larionova;;Fri Feb 16 14:52:17 2024 +0300;;Fix tooltip on crossbar when its middle bar is not defined.;;88;;55;;0;;74;;33;;0
8a554dc7c8d5b1d0d8456299608d53bae4266a54;;Igor Alshannikov;;Thu Feb 15 16:41:14 2024 -0500;;Make middle strip in geomCrossbar() optional [LPK-233];;841;;62;;0;;28;;28;;0
44f80f3ac2417cb25eea75cac324841300570d20;;Ivan Kupriyanov;;Thu Feb 15 17:30:04 2024 +0100;;Remove default parameter from formatJson due to JS incompatibility, minor code cleanup;;12;;12;;0;;7;;7;;0
26f9e3c4cc28f6c9136ad3ffe4434c0a15c500d1;;Ivan Kupriyanov;;Thu Feb 15 17:16:35 2024 +0100;;Add pretty parameter to formatJson();;2;;2;;0;;2;;2;;0
f17346b1c00643875c498727745651c3b5e5b81b;;Ivan Kupriyanov;;Thu Feb 15 17:09:39 2024 +0100;;Pretty format for JsonSupport;;117;;117;;0;;14;;14;;0
6acc25cb0fcaa4354930faac10b372adeadf921b;;Ivan Kupriyanov;;Wed Feb 14 18:38:33 2024 +0100;;Add panel_padding to theme;;123;;112;;11;;47;;47;;0
f305d6fe8118d794f9ebdb10f233da66968cbe45;;Ivan Kupriyanov;;Wed Feb 14 11:08:53 2024 +0100;;coord_polar: position the horizontal axis correctly when marginal plots are present;;1;;1;;0;;1;;1;;0
e1b49090409db8fde995103e56fea188b19f928f;;Ivan Kupriyanov;;Tue Feb 13 19:26:15 2024 +0100;;Rename Margin to Thickness to use also for padding;;43;;41;;0;;43;;41;;0
bf55e91c3cb12fa738c17c293af9991e24ee9da1;;Olga Larionova;;Thu Feb 15 12:11:20 2024 +0300;;Curve with arrows: aesthetics to apply padding to geometry (#1017);;1140;;78;;8;;70;;28;;0
1b5c4220bce9e587a554fce7968e96d0c762d64c;;Olga Larionova;;Thu Feb 15 12:04:37 2024 +0300;;Segment arrow on livemap (padding to geometry) (#1016);;1743;;159;;0;;42;;42;;0
afb9baa841a45c11e87fb514beeccf1cf95d7d71;;Olga Larionova;;Wed Feb 14 17:22:57 2024 +0300;;Adjust the lightness of annotation color on pie/bar until it's readable.;;2102;;32;;0;;17;;2;;0
378a71b6a8e00ed4814e6a4561373473aea27852;;Igor Alshannikov;;Tue Feb 13 17:06:57 2024 -0500;;Fix #1013 : Bar width is too large when x-domain is defined via x-scale limits;;21;;19;;0;;8;;7;;0
8f373bce0b2846732ffc22465a56c459a825d7f1;;Igor Alshannikov;;Mon Feb 12 14:31:34 2024 -0500;;Fix #1011;;1;;1;;0;;1;;1;;0
020b1e36edce3642a0b2554b7660ef47613caf89;;Olga Larionova;;Mon Feb 12 12:43:37 2024 +0300;;Hide tooltips using `theme(tooltips='blank')` (#1014);;227;;225;;0;;117;;116;;0
c61353ece18358ba6c6306a0f634e3b4b036577a;;Igor Alshannikov;;Fri Feb 9 16:07:20 2024 -0500;;Fix #955 : Facets: "free scales" options are ignored by discrete axis;;674;;613;;0;;201;;167;;0
461b93e338988ac5eb488357546a9b52e7b0385c;;Ivan Kupriyanov;;Fri Feb 9 20:25:49 2024 +0100;;coord_polar: update coord_polar.ipynb;;197;;0;;0;;182;;0;;0
f716287ff752abaf8cb72ff6192d8c6d69276c2d;;Ivan Kupriyanov;;Fri Feb 9 18:52:38 2024 +0100;;panel_grid_ontop parameter in theme;;193;;62;;5;;182;;65;;0
9a987dbd7a8f6960450e9491c30803f8f4185a42;;Ivan Kupriyanov;;Thu Feb 8 20:17:49 2024 +0100;;Fix typo in CHANGELOG.md;;1;;0;;0;;1;;0;;0
39ab1c0f537f2cb4861094b7d3eaff0e929af516;;Ivan Kupriyanov;;Thu Feb 8 20:15:19 2024 +0100;;Remove geom_image();;4;;0;;1;;19;;0;;19
703fa5252352d7a9ed9996f6853931c860f0c741;;Ivan Kupriyanov;;Thu Feb 8 19:44:49 2024 +0100;;coord_polar: add geom_segment() demo to coord_polar.ipynb;;1004;;0;;0;;1146;;0;;0
0e7067120a65b43f121be1a19463292a678855af;;Ivan Kupriyanov;;Thu Feb 8 15:37:26 2024 +0100;;coord_polar: refactor SegmentGeom;;175;;63;;0;;202;;90;;0
856605c4abe72a4a0a6fb50e69ca0b8d5c6fe9a8;;Ivan Kupriyanov;;Thu Feb 8 14:22:58 2024 +0100;;Return back tooltips for geom_segment() with a linear coordinate system;;1;;1;;0;;0;;0;;0
f55ff2ae86e5e2d21d8c323d4ff56a26100d77ce;;Ivan Kupriyanov;;Wed Feb 7 22:32:58 2024 +0100;;coord_polar: geom_segment with arrows (WIP);;655;;143;;0;;176;;45;;0
024e6f787c3f52dbccddff102336d6751de03ed0;;Igor Alshannikov;;Tue Feb 6 14:43:40 2024 -0500;;Code-improvements in plot config utils.;;141;;141;;0;;70;;70;;0
0f062e85c2789e12a15121823fda66704006f0af;;Ivan Kupriyanov;;Tue Feb 6 20:35:20 2024 +0100;;coord_polar: enable explicit scale expand, update coord_polar.ipynb;;3037;;10;;0;;1924;;5;;0
c7396d9b434d37b266d2a7c1ffcac56e82d38d8f;;Ivan Kupriyanov;;Tue Feb 6 19:25:52 2024 +0100;;Use production tiles in Minard Batik demo;;1;;1;;0;;1;;1;;0
0b42d45a05f21cb5aecc06afcaf4864fb5e4d4b8;;Olga Larionova;;Tue Feb 6 18:22:40 2024 +0300;;New aesthetics to apply offsets to the segment start/end  (#1010);;567;;559;;8;;177;;176;;1
ed99e74b299158737394725972a785fb48ee313f;;Ivan Kupriyanov;;Fri Feb 2 22:29:17 2024 +0100;;coord_polar: wind rose demo;;1147926;;0;;0;;143;;0;;0
4ac81f69b493e36303ddb1edc899b0dbf36261fa;;Igor Alshannikov;;Thu Feb 1 16:42:47 2024 -0500;;Code improvements.;;17;;17;;0;;32;;32;;0
2022ae6ed29697d008004106b3be23f44b72ccdf;;Ivan Kupriyanov;;Thu Feb 1 19:41:49 2024 +0100;;coord_polar: update coord_polar.ipynb;;12;;0;;0;;12;;0;;0
aa8f05ba47c3742532829e0816f0e8e5d9cad90f;;Ivan Kupriyanov;;Thu Feb 1 19:38:24 2024 +0100;;coord_polar: support geom_tile();;585;;84;;0;;205;;75;;0
e99f5736f39aa0cee6c71e549b5c92e673de8d63;;Igor Alshannikov;;Wed Jan 31 20:06:00 2024 -0500;;Get rid of "stitched layers" in PlotAssemblerPlotContext.;;492;;492;;0;;507;;507;;0
d197b00d5f6bdc6d5ad1e24087d32bc988a70c74;;Ivan Kupriyanov;;Wed Jan 31 23:15:40 2024 +0100;;Tooltips on variadic path are now bound to visual data points instead of source data points (we need to check if this behavior could be confusing);;193;;193;;0;;190;;190;;0
bef1cd7fce37ff4751cb8345187709503ed99f92;;Ivan Kupriyanov;;Wed Jan 31 20:39:09 2024 +0100;;Tooltip collecting code refactoring;;124;;124;;0;;184;;184;;0
0ef36fb8f0629211763dd7bfdc435b172d1acf51;;Ivan Kupriyanov;;Wed Jan 31 18:19:35 2024 +0100;;coord_polar: support geom_hline()/geom_vline();;434;;82;;0;;172;;55;;0
617185754686aeeeb4ea375a5d0202ad27474e9d;;Olga Larionova;;Wed Jan 31 17:55:46 2024 +0300;;Fix mock tests: `getOriginalValue()` in `MappedDataAccessMock`. (#1005);;14;;14;;0;;24;;24;;0
a9444b934f102f533b61515d8b2413839358b93e;;Ivan Kupriyanov;;Wed Jan 31 13:31:43 2024 +0100;;coord_polar: minor code cleanup;;5;;5;;0;;19;;19;;0
4872bbb3614655159b22e5ebd7d0103f3e653874;;Ivan Kupriyanov;;Wed Jan 31 13:17:46 2024 +0100;;coord_polar: fix layout for h axis title;;92;;4;;0;;106;;17;;0
e3fe99b1917d190654b65ca0c839aaf258287016;;Igor Alshannikov;;Tue Jan 30 20:49:46 2024 -0500;;Code improvement in MappingField.initFormatter;;28;;28;;0;;12;;12;;0
97106d272c642c0a20b648f00e423606199c03b4;;Igor Alshannikov;;Tue Jan 30 20:36:01 2024 -0500;;Move `createFormatter` to PlotContext.getTooltipFormatter().;;9;;9;;0;;17;;17;;0
5bf2b4d2401b77ed94f852aa583cbe8804851b14;;Igor Alshannikov;;Tue Jan 30 16:51:25 2024 -0500;;Minor code improvement.;;3;;3;;0;;11;;11;;0
a90c4ca59f594c489ae2492785f4a9b8f80013e2;;Igor Alshannikov;;Tue Jan 30 16:07:12 2024 -0500;;Remove "layers" from PlotContext;;150;;150;;0;;153;;153;;0
554cb4f6371395a13c09c537513b04095fa7631d;;Ivan Kupriyanov;;Tue Jan 30 21:59:27 2024 +0100;;coord_polar: theme support for axis line, axis ticks;;1022;;109;;0;;325;;87;;0
